OLT,Tarjeta,Puerto,Clientes afectados,Hora de afectación,CLASE
flc-coro-olt-04,3,13,2,9:53 am,Puntual
mbo-pomo-olt-00,1,2,7,4:39 am,Masivo
mbo-call-olt-05,1,9,2,2:09 am,Puntual
flc-coro-olt-04,3,13,15,4:10 a.m.,Masivo
mbo-lpue-olt-00,5,10,4,11:03 am,Puntual
mbo-bvis-olt-05,3,2,5,9:24 pm,Puntual
flc-coro-olt-01,2,2,2,4:16 pm,Puntual
mbo-bvis-olt-05,3,13,3,6:51 am,Puntual
mbo-call-olt-02,5,12,11,7:25 am,Masivo
mbo-lpue-olt-00,3,1,4,4:28 a.m.,Puntual
mbo-pomo-olt-00,5,12,6,11:03 pm,Masivo
mbo-call-olt-05,3,4,46,1:14 pm,Masivo
mbo-call-olt-05,3,6,13,3:06 a.m.,Masivo
mbo-bvis-olt-03,1,13,18,11:49 pm,Masivo
mbo-pomo-olt-00,4,0,1,8:55 am,Puntual
flc-coro-olt-04,3,1,13,7:28 am,Masivo
mbo-call-olt-02,5,15,22,6:38 p.m.,Masivo
mbo-bvis-olt-05,4,11,34,2:29 pm,Masivo
flc-coro-olt-04,4,5,14,4:44 a.m.,Masivo
mbo-bvis-olt-03,2,1,4,8:33 am,Puntual
mbo-bvis-olt-01,2,1,15,10:50 p.m.,Masivo
flc-coro-olt-04,3,6,7,1:59 pm,Masivo
mbo-pomo-olt-00,5,14,13,1:09 am,Masivo
flc-coro-olt-01,3,13,5,10:26 am,Puntual
mbo-call-olt-05,5,7,62,1:48 a.m.,Masivo
mbo-call-olt-05,6,1,4,9:42 am,Puntual
mbo-bvis-olt-03,4,5,14,8:38 a.m.,Masivo
mbo-bvis-olt-03,1,1,30,6:26 am,Masivo
mbo-bvis-olt-01,3,1,5,10:50 p.m.,Puntual
mbo-call-olt-05,4,11,2,10:50 pm,Puntual
mbo-bvis-olt-01,3,0,33,2:27 a.m.,Masivo
mbo-pomo-olt-00,7,4,18,12:50 pm,Masivo
flc-coro-olt-04,5,0,1,9:05 p.m.,Puntual
flc-coro-olt-04,3,12,43,8:23 am,Masivo
mbo-bvis-olt-03,1,15,4,3:29 a.m.,Puntual
mbo-bvis-olt-03,7,9,25,8:09 pm,Masivo
mbo-call-olt-05,3,10,64,6:03 pm,Masivo
mbo-call-olt-05,4,12,27,8:25 a.m.,Masivo
mbo-bvis-olt-01,6,13,20,10:47 am,Masivo
mbo-bvis-olt-01,4,12,12,3:18 pm,Masivo
flc-coro-olt-04,7,4,2,10:55 p.m.,Puntual
mbo-bvis-olt-03,4,12,1,2:24 am,Puntual
flc-coro-olt-04,1,3,4,6:21 pm,Puntual
mbo-call-olt-02,1,1,4,11:09 am,Puntual
flc-coro-olt-04,6,15,6,12:44 pm,Masivo
mbo-bvis-olt-01,1,3,1,7:36 am,Puntual
mbo-call-olt-05,2,12,11,4:09 a.m.,Masivo
flc-coro-olt-01,6,10,9,1:38 a.m.,Masivo
flc-coro-olt-01,4,13,19,4:45 am,Masivo
mbo-call-olt-02,4,8,14,11:28 am,Masivo
mbo-call-olt-05,1,14,4,7:06 am,Puntual
mbo-call-olt-02,2,2,8,5:34 am,Masivo
mbo-lpue-olt-00,6,7,1,9:00 pm,Puntual
mbo-bvis-olt-05,6,5,9,2:35 p.m.,Masivo
mbo-bvis-olt-01,2,3,1,1:55 p.m.,Puntual
mbo-bvis-olt-03,1,0,1,6:26 pm,Puntual
flc-coro-olt-04,7,15,31,4:37 am,Masivo
mbo-call-olt-05,2,8,50,2:58 am,Masivo
mbo-bvis-olt-01,1,8,13,5:58 am,Masivo
flc-coro-olt-04,7,3,3,8:01 pm,Puntual
mbo-lpue-olt-00,7,2,1,10:27 a.m.,Puntual
flc-coro-olt-01,4,15,5,6:28 p.m.,Puntual
mbo-lpue-olt-00,3,5,5,11:47 pm,Puntual
mbo-call-olt-02,4,13,1,7:20 a.m.,Puntual
mbo-bvis-olt-01,4,5,2,11:20 p.m.,Puntual
mbo-call-olt-02,7,3,7,5:36 a.m.,Masivo
mbo-bvis-olt-01,5,8,4,3:56 p.m.,Puntual
mbo-bvis-olt-01,4,11,6,8:56 am,Masivo
flc-coro-olt-01,7,13,31,1:43 am,Masivo
mbo-lpue-olt-00,5,0,22,5:55 p.m.,Masivo
mbo-lpue-olt-00,2,5,3,2:21 pm,Puntual
mbo-lpue-olt-00,1,4,2,12:51 a.m.,Puntual
mbo-call-olt-05,2,7,4,8:55 p.m.,Puntual
mbo-pomo-olt-00,6,15,4,6:58 p.m.,Puntual
mbo-call-olt-05,2,3,31,1:12 pm,Masivo
flc-coro-olt-04,3,10,15,8:27 pm,Masivo
flc-coro-olt-01,1,1,2,2:35 pm,Puntual
mbo-call-olt-05,6,15,32,2:05 am,Masivo
flc-coro-olt-04,3,15,4,9:46 pm,Puntual
mbo-bvis-olt-03,6,7,19,4:09 pm,Masivo
mbo-bvis-olt-05,3,1,2,8:25 p.m.,Puntual
mbo-bvis-olt-03,3,4,13,9:03 pm,Masivo
mbo-bvis-olt-01,4,11,12,1:57 pm,Masivo
mbo-bvis-olt-01,2,2,3,3:21 pm,Puntual
mbo-pomo-olt-00,1,13,1,7:04 a.m.,Puntual
mbo-bvis-olt-05,4,2,2,7:17 pm,Puntual
mbo-bvis-olt-05,3,13,40,11:02 pm,Masivo
mbo-bvis-olt-01,7,12,28,1:15 am,Masivo
flc-coro-olt-04,3,11,11,6:55 pm,Masivo
mbo-bvis-olt-03,6,3,21,6:06 pm,Masivo
mbo-bvis-olt-01,3,10,2,9:26 p.m.,Puntual
mbo-pomo-olt-00,3,15,34,5:35 am,Masivo
mbo-call-olt-02,5,10,5,2:46 pm,Puntual
mbo-bvis-olt-03,5,13,14,1:57 pm,Masivo
mbo-lpue-olt-00,6,0,33,5:15 pm,Masivo
mbo-call-olt-02,3,2,6,10:49 pm,Masivo
mbo-lpue-olt-00,5,11,3,10:23 am,Puntual
mbo-call-olt-02,1,14,57,7:11 pm,Masivo
flc-coro-olt-01,3,7,29,12:45 a.m.,Masivo
flc-coro-olt-01,5,0,6,5:18 a.m.,Masivo
mbo-bvis-olt-03,5,9,2,7:36 am,Puntual
mbo-pomo-olt-00,2,6,6,8:13 pm,Masivo
flc-coro-olt-04,2,5,12,11:52 am,Masivo
flc-coro-olt-04,1,10,34,4:26 a.m.,Masivo
flc-coro-olt-04,6,4,16,1:48 pm,Masivo
mbo-call-olt-02,3,12,13,9:59 a.m.,Masivo
mbo-pomo-olt-00,2,4,3,2:57 a.m.,Puntual
mbo-bvis-olt-05,3,5,50,11:38 pm,Masivo
mbo-bvis-olt-03,2,10,1,1:07 a.m.,Puntual
mbo-bvis-olt-03,6,3,6,8:38 am,Masivo
flc-coro-olt-04,7,15,53,10:05 pm,Masivo
mbo-lpue-olt-00,3,2,15,11:52 pm,Masivo
mbo-bvis-olt-05,5,9,24,7:09 am,Masivo
flc-coro-olt-04,5,1,15,6:05 p.m.,Masivo
flc-coro-olt-01,6,9,50,8:14 am,Masivo
mbo-call-olt-02,1,2,13,12:34 am,Masivo
flc-coro-olt-04,4,10,3,11:31 a.m.,Puntual
mbo-lpue-olt-00,5,9,2,1:49 p.m.,Puntual
mbo-pomo-olt-00,2,3,1,9:13 am,Puntual
mbo-bvis-olt-03,6,8,10,4:59 pm,Masivo
mbo-bvis-olt-05,7,10,9,4:32 p.m.,Masivo
mbo-lpue-olt-00,3,9,2,12:05 am,Puntual
mbo-call-olt-05,3,15,1,9:30 a.m.,Puntual
mbo-bvis-olt-03,1,5,7,7:44 am,Masivo
mbo-call-olt-02,5,8,4,2:46 pm,Puntual
flc-coro-olt-04,4,6,10,6:43 a.m.,Masivo
mbo-bvis-olt-03,4,10,60,11:38 am,Masivo
mbo-call-olt-02,4,4,24,4:40 a.m.,Masivo
flc-coro-olt-01,7,15,4,7:35 p.m.,Puntual
mbo-bvis-olt-01,7,15,19,12:52 a.m.,Masivo
mbo-bvis-olt-01,4,8,2,8:51 pm,Puntual
mbo-call-olt-05,6,6,62,6:03 p.m.,Masivo
mbo-bvis-olt-03,7,4,5,6:57 a.m.,Puntual
mbo-bvis-olt-03,7,7,3,9:37 pm,Puntual
mbo-call-olt-02,5,9,19,5:16 pm,Masivo
mbo-pomo-olt-00,5,14,5,11:47 pm,Puntual
mbo-pomo-olt-00,4,0,23,11:23 am,Masivo
mbo-bvis-olt-01,3,13,5,12:09 p.m.,Puntual
mbo-pomo-olt-00,7,5,13,11:38 pm,Masivo
mbo-pomo-olt-00,3,8,7,8:12 p.m.,Masivo
flc-coro-olt-01,6,9,2,1:49 pm,Puntual
mbo-lpue-olt-00,3,3,13,8:44 am,Masivo
flc-coro-olt-01,2,13,3,4:58 am,Puntual
mbo-lpue-olt-00,5,9,11,2:13 am,Masivo
flc-coro-olt-04,3,11,1,8:33 pm,Puntual
mbo-bvis-olt-01,7,8,4,11:50 am,Puntual
flc-coro-olt-04,5,2,14,11:37 pm,Masivo
mbo-lpue-olt-00,4,5,23,4:26 am,Masivo
mbo-call-olt-05,5,11,2,9:37 am,Puntual
mbo-call-olt-02,4,0,34,5:57 pm,Masivo
mbo-call-olt-02,6,14,12,10:31 p.m.,Masivo
mbo-bvis-olt-05,1,12,7,1:33 pm,Masivo
flc-coro-olt-01,5,11,38,1:47 pm,Masivo
mbo-call-olt-02,2,0,46,1:46 pm,Masivo
flc-coro-olt-04,5,7,7,6:59 am,Masivo
mbo-pomo-olt-00,7,6,4,6:46 am,Puntual
mbo-bvis-olt-03,5,0,11,12:20 a.m.,Masivo
mbo-call-olt-05,3,7,3,9:37 p.m.,Puntual
mbo-bvis-olt-05,7,0,18,1:39 am,Masivo
mbo-call-olt-02,1,15,1,3:33 pm,Puntual
flc-coro-olt-01,3,4,27,12:26 am,Masivo
flc-coro-olt-04,4,2,3,3:50 pm,Puntual
mbo-lpue-olt-00,1,13,5,8:09 pm,Puntual
mbo-call-olt-02,1,12,4,3:35 a.m.,Puntual
mbo-pomo-olt-00,6,11,4,2:51 am,Puntual
mbo-bvis-olt-01,7,8,47,5:35 a.m.,Masivo
mbo-bvis-olt-03,1,0,2,6:37 a.m.,Puntual
flc-coro-olt-01,5,4,21,5:38 pm,Masivo
flc-coro-olt-04,3,6,13,5:22 pm,Masivo
mbo-call-olt-02,4,0,5,1:18 p.m.,Puntual
flc-coro-olt-04,5,10,3,5:46 p.m.,Puntual
mbo-call-olt-05,7,1,5,11:32 pm,Puntual
mbo-call-olt-02,2,2,2,6:30 pm,Puntual
mbo-bvis-olt-05,2,0,3,4:21 p.m.,Puntual
mbo-bvis-olt-05,2,7,14,9:35 pm,Masivo
mbo-bvis-olt-03,7,15,36,6:57 am,Masivo
flc-coro-olt-01,3,14,12,6:06 am,Masivo
flc-coro-olt-01,7,10,9,11:47 am,Masivo
mbo-lpue-olt-00,5,7,16,7:56 pm,Masivo
flc-coro-olt-01,1,0,30,12:57 am,Masivo
mbo-call-olt-02,5,14,13,12:11 am,Masivo
mbo-bvis-olt-03,5,13,1,1:34 p.m.,Puntual
mbo-bvis-olt-03,1,9,4,7:21 p.m.,Puntual
mbo-bvis-olt-03,7,6,3,8:28 p.m.,Puntual
mbo-bvis-olt-03,2,5,12,5:34 pm,Masivo
mbo-call-olt-02,6,14,2,7:39 am,Puntual
flc-coro-olt-01,1,8,2,12:23 pm,Puntual
mbo-bvis-olt-05,2,12,23,9:03 pm,Masivo
mbo-bvis-olt-03,5,2,3,3:05 am,Puntual
mbo-bvis-olt-05,6,9,18,11:15 p.m.,Masivo
mbo-bvis-olt-03,6,3,3,8:12 a.m.,Puntual
flc-coro-olt-04,2,0,3,6:35 pm,Puntual
mbo-lpue-olt-00,1,1,4,1:00 am,Puntual
mbo-pomo-olt-00,7,2,2,6:02 am,Puntual
mbo-bvis-olt-03,4,15,11,5:22 p.m.,Masivo
mbo-bvis-olt-05,2,8,1,6:19 pm,Puntual
mbo-bvis-olt-03,3,15,3,1:14 pm,Puntual
mbo-lpue-olt-00,7,14,44,12:44 pm,Masivo
mbo-call-olt-02,5,15,34,9:11 pm,Masivo
mbo-call-olt-05,1,6,5,1:28 a.m.,Puntual
mbo-bvis-olt-05,7,14,3,2:50 am,Puntual
mbo-call-olt-02,1,8,20,1:21 am,Masivo
mbo-call-olt-05,4,14,1,6:20 am,Puntual
mbo-call-olt-05,2,6,28,8:49 am,Masivo
mbo-bvis-olt-01,5,15,29,6:59 pm,Masivo
flc-coro-olt-04,5,7,2,3:28 am,Puntual
mbo-bvis-olt-03,2,2,3,11:52 am,Puntual
mbo-call-olt-02,5,5,22,9:39 p.m.,Masivo
mbo-call-olt-05,7,5,19,10:20 am,Masivo
mbo-call-olt-02,7,15,26,10:34 pm,Masivo
mbo-pomo-olt-00,3,7,14,9:29 pm,Masivo
mbo-pomo-olt-00,2,7,3,7:47 pm,Puntual
mbo-pomo-olt-00,3,9,15,11:23 pm,Masivo
mbo-bvis-olt-03,6,2,9,10:21 am,Masivo
mbo-lpue-olt-00,3,13,15,8:36 p.m.,Masivo
mbo-bvis-olt-03,1,7,14,8:15 a.m.,Masivo
mbo-bvis-olt-05,5,5,7,6:59 a.m.,Masivo
mbo-lpue-olt-00,5,2,1,3:45 am,Puntual
flc-coro-olt-01,6,6,3,4:41 am,Puntual
flc-coro-olt-01,7,0,1,8:47 pm,Puntual
mbo-bvis-olt-03,4,8,3,2:07 pm,Puntual
flc-coro-olt-01,7,12,50,10:39 pm,Masivo
mbo-bvis-olt-03,5,2,14,1:46 pm,Masivo
mbo-call-olt-02,6,9,19,12:32 pm,Masivo
mbo-bvis-olt-05,7,4,5,12:53 pm,Puntual
flc-coro-olt-04,2,14,4,6:15 pm,Puntual
mbo-call-olt-05,7,13,15,6:03 pm,Masivo
mbo-call-olt-02,3,5,15,3:00 p.m.,Masivo
mbo-pomo-olt-00,2,1,1,6:29 pm,Puntual
mbo-bvis-olt-05,5,9,13,3:09 pm,Masivo
mbo-bvis-olt-05,7,10,2,7:21 pm,Puntual
mbo-bvis-olt-03,2,3,10,1:07 p.m.,Masivo
mbo-pomo-olt-00,5,2,3,10:43 am,Puntual
mbo-lpue-olt-00,4,6,32,12:14 pm,Masivo
mbo-call-olt-02,6,12,25,9:17 pm,Masivo
flc-coro-olt-01,4,10,10,12:28 pm,Masivo
flc-coro-olt-04,6,10,12,7:44 am,Masivo
flc-coro-olt-04,6,14,2,9:53 am,Puntual
mbo-bvis-olt-03,6,0,6,9:53 pm,Masivo
mbo-call-olt-05,7,11,45,6:02 am,Masivo
mbo-call-olt-02,5,5,49,2:05 am,Masivo
mbo-bvis-olt-03,2,14,5,2:15 p.m.,Puntual
mbo-call-olt-02,7,1,3,2:12 pm,Puntual
mbo-bvis-olt-01,3,9,4,9:06 p.m.,Puntual
mbo-bvis-olt-03,5,0,2,2:12 pm,Puntual
mbo-lpue-olt-00,4,14,27,9:39 pm,Masivo
mbo-bvis-olt-05,6,11,2,4:07 am,Puntual
mbo-pomo-olt-00,6,13,5,11:02 pm,Puntual
mbo-bvis-olt-03,1,14,2,2:36 pm,Puntual
mbo-bvis-olt-01,5,14,9,7:29 pm,Masivo
mbo-call-olt-02,7,0,21,6:55 a.m.,Masivo
mbo-bvis-olt-01,7,7,3,12:09 a.m.,Puntual
mbo-call-olt-02,1,2,3,2:58 am,Puntual
mbo-bvis-olt-03,1,5,5,6:25 pm,Puntual
flc-coro-olt-01,3,2,13,3:44 pm,Masivo
mbo-bvis-olt-03,4,13,9,1:57 am,Masivo
mbo-bvis-olt-01,6,10,11,8:31 p.m.,Masivo
mbo-bvis-olt-05,5,13,2,7:40 am,Puntual
mbo-bvis-olt-05,1,15,1,9:14 am,Puntual
mbo-bvis-olt-05,4,15,12,7:53 am,Masivo
mbo-bvis-olt-05,6,4,13,3:54 a.m.,Masivo
mbo-bvis-olt-03,4,13,7,4:34 am,Masivo
mbo-call-olt-05,4,1,4,5:57 pm,Puntual
flc-coro-olt-01,4,7,21,3:22 am,Masivo
mbo-pomo-olt-00,4,7,43,2:32 pm,Masivo
mbo-pomo-olt-00,4,0,4,8:50 am,Puntual
mbo-call-olt-02,2,12,15,2:20 am,Masivo
mbo-call-olt-02,2,7,2,10:21 a.m.,Puntual
flc-coro-olt-01,4,3,2,2:56 pm,Puntual
flc-coro-olt-01,2,9,4,8:34 pm,Puntual
mbo-bvis-olt-05,5,0,5,2:46 am,Puntual
mbo-pomo-olt-00,3,8,1,6:09 am,Puntual
mbo-lpue-olt-00,6,8,1,5:36 pm,Puntual
flc-coro-olt-01,7,3,2,2:21 am,Puntual
mbo-bvis-olt-03,2,9,2,9:08 p.m.,Puntual
mbo-bvis-olt-05,2,0,5,10:57 am,Puntual
mbo-bvis-olt-05,1,15,17,9:44 am,Masivo
mbo-bvis-olt-01,3,5,28,10:12 am,Masivo
flc-coro-olt-04,4,3,10,5:52 pm,Masivo
mbo-call-olt-05,7,6,15,7:46 am,Masivo
mbo-lpue-olt-00,4,5,4,11:26 a.m.,Puntual
mbo-bvis-olt-05,4,9,27,11:33 am,Masivo
mbo-bvis-olt-01,5,1,2,4:17 p.m.,Puntual
mbo-bvis-olt-03,1,7,33,2:03 am,Masivo
mbo-call-olt-02,6,11,3,11:21 am,Puntual
flc-coro-olt-04,3,14,28,7:15 pm,Masivo
flc-coro-olt-01,2,9,3,12:14 p.m.,Puntual
flc-coro-olt-04,1,1,10,6:35 pm,Masivo
mbo-pomo-olt-00,6,6,41,4:01 am,Masivo
mbo-call-olt-05,2,11,5,6:08 am,Puntual
flc-coro-olt-04,7,5,4,7:24 am,Puntual
mbo-bvis-olt-01,5,5,3,1:33 am,Puntual
mbo-lpue-olt-00,7,14,33,4:10 am,Masivo
mbo-call-olt-02,1,4,16,5:19 am,Masivo
flc-coro-olt-01,7,8,9,3:55 pm,Masivo
mbo-bvis-olt-05,1,13,56,3:24 pm,Masivo
mbo-bvis-olt-05,2,12,8,10:03 am,Masivo
mbo-lpue-olt-00,6,15,11,8:59 p.m.,Masivo
mbo-pomo-olt-00,1,2,30,10:26 pm,Masivo
mbo-call-olt-05,3,15,23,1:54 am,Masivo
mbo-bvis-olt-05,2,13,29,6:44 p.m.,Masivo
mbo-call-olt-02,4,15,3,9:43 pm,Puntual
mbo-call-olt-05,5,2,10,4:40 am,Masivo
mbo-bvis-olt-01,2,10,14,11:46 p.m.,Masivo
mbo-bvis-olt-03,4,9,4,11:33 am,Puntual
mbo-bvis-olt-03,2,0,3,9:56 am,Puntual
mbo-bvis-olt-03,6,6,27,7:28 am,Masivo
flc-coro-olt-01,5,12,13,10:38 p.m.,Masivo
flc-coro-olt-01,4,14,12,12:47 pm,Masivo
mbo-call-olt-05,2,12,29,10:44 a.m.,Masivo
mbo-call-olt-05,2,11,18,12:12 a.m.,Masivo
mbo-bvis-olt-05,3,6,31,5:18 am,Masivo
flc-coro-olt-01,5,5,14,9:07 am,Masivo
mbo-bvis-olt-05,7,9,21,11:12 pm,Masivo
flc-coro-olt-04,3,1,1,6:14 p.m.,Puntual
mbo-bvis-olt-01,3,2,11,1:15 a.m.,Masivo
flc-coro-olt-04,4,1,5,5:17 pm,Puntual
mbo-call-olt-05,5,3,12,3:06 pm,Masivo
mbo-lpue-olt-00,5,11,1,9:59 am,Puntual
mbo-call-olt-05,3,3,2,1:05 pm,Puntual
mbo-call-olt-05,1,0,4,12:56 am,Puntual
mbo-bvis-olt-05,7,9,4,7:16 am,Puntual
mbo-bvis-olt-05,4,0,4,3:55 a.m.,Puntual
flc-coro-olt-04,7,12,10,9:49 pm,Masivo
mbo-call-olt-05,3,4,6,3:55 pm,Masivo
mbo-bvis-olt-05,5,8,1,3:28 am,Puntual
mbo-bvis-olt-05,3,15,8,12:19 am,Masivo
mbo-pomo-olt-00,6,7,30,4:46 am,Masivo
mbo-call-olt-05,7,8,7,5:45 am,Masivo
mbo-bvis-olt-03,6,11,14,8:24 a.m.,Masivo
mbo-pomo-olt-00,2,14,21,10:39 p.m.,Masivo
mbo-lpue-olt-00,5,7,4,9:05 pm,Puntual
mbo-bvis-olt-01,3,3,20,12:00 pm,Masivo
mbo-call-olt-02,4,10,4,2:18 a.m.,Puntual
flc-coro-olt-01,3,5,4,1:50 am,Puntual
flc-coro-olt-01,1,14,13,5:05 p.m.,Masivo
mbo-pomo-olt-00,3,0,7,4:02 p.m.,Masivo
mbo-call-olt-05,7,12,22,11:04 pm,Masivo
mbo-bvis-olt-01,7,14,2,11:32 am,Puntual
flc-coro-olt-04,4,8,3,10:25 am,Puntual
mbo-bvis-olt-05,6,10,4,10:57 am,Puntual
mbo-call-olt-02,5,2,37,1:02 p.m.,Masivo
mbo-bvis-olt-01,1,6,8,11:13 am,Masivo
mbo-bvis-olt-01,3,13,9,5:21 am,Masivo
mbo-bvis-olt-05,3,9,5,1:22 am,Puntual
flc-coro-olt-01,7,1,39,9:57 p.m.,Masivo
mbo-bvis-olt-05,1,0,43,3:50 pm,Masivo
flc-coro-olt-01,1,1,24,3:57 a.m.,Masivo
mbo-bvis-olt-03,5,9,13,1:11 am,Masivo
mbo-lpue-olt-00,7,10,5,6:48 pm,Puntual
mbo-call-olt-02,1,12,1,4:52 pm,Puntual
flc-coro-olt-04,2,7,13,6:07 p.m.,Masivo
mbo-bvis-olt-01,7,11,44,1:21 pm,Masivo
mbo-call-olt-02,5,15,3,7:43 a.m.,Puntual
mbo-bvis-olt-01,5,2,15,7:29 am,Masivo
mbo-pomo-olt-00,3,1,15,5:31 a.m.,Masivo
mbo-pomo-olt-00,4,7,6,2:02 am,Masivo
mbo-call-olt-05,7,5,12,8:44 a.m.,Masivo
mbo-bvis-olt-05,2,4,16,4:24 am,Masivo
mbo-bvis-olt-01,4,10,2,1:19 pm,Puntual
mbo-bvis-olt-03,6,10,43,3:57 p.m.,Masivo
flc-coro-olt-01,7,8,5,9:59 p.m.,Puntual
flc-coro-olt-01,7,0,9,12:07 am,Masivo
mbo-bvis-olt-01,6,12,3,11:27 a.m.,Puntual
mbo-pomo-olt-00,5,5,7,9:34 am,Masivo
mbo-pomo-olt-00,2,3,4,3:49 a.m.,Puntual
mbo-lpue-olt-00,7,4,29,12:39 am,Masivo
mbo-bvis-olt-01,3,6,33,9:44 am,Masivo
flc-coro-olt-04,7,1,14,12:19 am,Masivo
mbo-bvis-olt-05,4,11,24,12:52 am,Masivo
mbo-bvis-olt-03,3,11,21,3:25 p.m.,Masivo
mbo-call-olt-02,7,1,13,4:34 am,Masivo
mbo-bvis-olt-05,2,6,12,1:56 a.m.,Masivo
mbo-bvis-olt-05,1,5,4,2:35 a.m.,Puntual
flc-coro-olt-01,2,7,60,2:00 am,Masivo
mbo-bvis-olt-03,2,7,4,5:34 p.m.,Puntual
mbo-bvis-olt-01,3,8,4,8:27 p.m.,Puntual
mbo-pomo-olt-00,3,5,11,1:58 pm,Masivo
flc-coro-olt-01,4,10,14,4:44 pm,Masivo
mbo-bvis-olt-05,7,15,2,7:07 am,Puntual
flc-coro-olt-01,7,8,3,3:05 pm,Puntual
flc-coro-olt-04,1,12,34,8:32 pm,Masivo
mbo-call-olt-05,2,6,5,1:28 am,Puntual
flc-coro-olt-01,1,10,25,2:25 am,Masivo
flc-coro-olt-01,1,0,6,9:31 am,Masivo
mbo-call-olt-02,5,7,4,6:21 pm,Puntual
mbo-pomo-olt-00,1,8,1,7:44 pm,Puntual
mbo-bvis-olt-03,1,4,24,2:08 am,Masivo
flc-coro-olt-04,3,15,2,10:16 p.m.,Puntual
flc-coro-olt-04,1,14,30,12:52 pm,Masivo
mbo-bvis-olt-01,5,4,15,12:09 am,Masivo
mbo-bvis-olt-05,2,2,15,1:45 pm,Masivo
flc-coro-olt-04,1,5,4,3:00 pm,Puntual
flc-coro-olt-04,4,12,5,9:55 pm,Puntual
flc-coro-olt-04,4,15,10,3:14 pm,Masivo
mbo-call-olt-05,1,10,34,5:45 a.m.,Masivo
mbo-lpue-olt-00,2,8,27,2:42 am,Masivo
mbo-pomo-olt-00,6,11,5,11:26 am,Puntual
mbo-bvis-olt-03,4,4,36,2:26 pm,Masivo
flc-coro-olt-04,6,6,38,12:29 p.m.,Masivo
flc-coro-olt-04,4,12,4,7:45 p.m.,Puntual
mbo-lpue-olt-00,7,13,20,5:55 pm,Masivo
mbo-bvis-olt-03,3,13,5,9:01 p.m.,Puntual
mbo-lpue-olt-00,4,8,22,8:33 p.m.,Masivo
flc-coro-olt-01,7,0,11,6:30 am,Masivo
mbo-pomo-olt-00,4,14,9,8:05 p.m.,Masivo
mbo-pomo-olt-00,1,2,6,10:19 a.m.,Masivo
mbo-bvis-olt-03,1,10,62,1:46 a.m.,Masivo
flc-coro-olt-01,2,10,32,8:47 am,Masivo
mbo-pomo-olt-00,2,8,15,2:32 pm,Masivo
mbo-lpue-olt-00,4,10,4,3:42 pm,Puntual
mbo-bvis-olt-05,2,4,3,3:43 am,Puntual
mbo-lpue-olt-00,2,0,14,11:38 am,Masivo
mbo-call-olt-05,6,5,3,1:14 pm,Puntual
mbo-call-olt-02,5,8,3,6:56 pm,Puntual
mbo-lpue-olt-00,6,15,2,8:40 pm,Puntual
mbo-lpue-olt-00,3,2,10,6:29 pm,Masivo
flc-coro-olt-04,7,9,20,10:43 am,Masivo
flc-coro-olt-01,3,4,14,8:59 am,Masivo
flc-coro-olt-04,5,12,2,3:08 p.m.,Puntual
mbo-lpue-olt-00,7,2,6,8:48 am,Masivo
mbo-call-olt-02,7,4,8,9:29 pm,Masivo
mbo-bvis-olt-01,5,13,1,5:04 am,Puntual
mbo-call-olt-02,2,9,37,7:24 am,Masivo
mbo-lpue-olt-00,7,10,11,4:49 am,Masivo
mbo-call-olt-02,4,12,2,5:01 am,Puntual
flc-coro-olt-04,6,4,61,5:35 am,Masivo
mbo-bvis-olt-05,5,0,1,10:25 pm,Puntual
mbo-call-olt-05,7,3,21,6:00 pm,Masivo
mbo-lpue-olt-00,2,0,11,7:30 am,Masivo
flc-coro-olt-01,1,10,13,11:07 pm,Masivo
mbo-bvis-olt-03,3,1,2,7:08 am,Puntual
mbo-lpue-olt-00,6,6,7,1:31 am,Masivo
mbo-lpue-olt-00,5,1,20,8:42 pm,Masivo
mbo-lpue-olt-00,7,7,7,2:45 am,Masivo
mbo-lpue-olt-00,7,12,10,6:32 a.m.,Masivo
mbo-lpue-olt-00,5,0,22,6:20 am,Masivo
flc-coro-olt-01,5,2,4,2:56 pm,Puntual
mbo-bvis-olt-03,7,7,26,10:33 am,Masivo
flc-coro-olt-01,3,13,47,10:34 am,Masivo
flc-coro-olt-04,5,3,18,5:33 a.m.,Masivo
mbo-lpue-olt-00,2,2,2,3:44 a.m.,Puntual
mbo-lpue-olt-00,3,15,15,8:27 pm,Masivo
mbo-bvis-olt-03,3,3,10,9:14 p.m.,Masivo
mbo-bvis-olt-01,4,10,1,12:56 p.m.,Puntual
mbo-pomo-olt-00,5,6,4,10:54 pm,Puntual
mbo-bvis-olt-03,2,15,5,1:40 pm,Puntual
mbo-bvis-olt-01,6,11,12,9:22 a.m.,Masivo
flc-coro-olt-04,5,8,14,4:12 am,Masivo
mbo-bvis-olt-01,2,7,1,2:17 am,Puntual
mbo-pomo-olt-00,1,14,33,1:54 am,Masivo
mbo-pomo-olt-00,5,8,4,4:07 am,Puntual
mbo-bvis-olt-03,3,0,9,3:17 am,Masivo
flc-coro-olt-01,4,9,26,10:05 am,Masivo
flc-coro-olt-04,5,6,5,7:56 p.m.,Puntual
mbo-bvis-olt-05,3,15,6,7:35 pm,Masivo
mbo-call-olt-05,3,10,33,2:52 pm,Masivo
mbo-lpue-olt-00,4,0,9,9:16 a.m.,Masivo
flc-coro-olt-01,1,9,21,12:20 pm,Masivo
mbo-call-olt-05,7,4,5,11:30 pm,Puntual
